CODIGO;TITULO;TITULO_SEM_ACENTO_E_EM_CAIXA_ALTA
239420;Professor de técnicas e recursos audiovisuais;PROFESSOR DE TECNICAS E RECURSOS AUDIOVISUAIS
233130;Professor de técnicas industriais;PROFESSOR DE TECNICAS INDUSTRIAIS
233135;Professor de tecnologia e cálculo técnico;PROFESSOR DE TECNOLOGIA E CALCULO TECNICO
234684;Professor de teoria da literatura;PROFESSOR DE TEORIA DA LITERATURA
234455;Professor de terapia ocupacional;PROFESSOR DE TERAPIA OCUPACIONAL
234460;Professor de zootecnia do ensino superior;PROFESSOR DE ZOOTECNIA DO ENSINO SUPERIOR
233220;Professor instrutor de ensino e aprendizagem agroflorestal;PROFESSOR INSTRUTOR DE ENSINO E APRENDIZAGEM AGROFLORESTAL
233225;Professor instrutor de ensino e aprendizagem em serviços;PROFESSOR INSTRUTOR DE ENSINO E APRENDIZAGEM EM SERVICOS
332105;Professor leigo no ensino fundamental;PROFESSOR LEIGO NO ENSINO FUNDAMENTAL
332205;Professor prático no ensino profissionalizante;PROFESSOR PRATICO NO ENSINO PROFISSIONALIZANTE
333115;Professores de cursos livres;PROFESSORES DE CURSOS LIVRES
377140;Profissional de atletismo;PROFISSIONAL DE ATLETISMO
224140;Profissional de educação física na saúde;PROFISSIONAL DE EDUCACAO FISICA NA SAUDE
375130;Profissional de organização (personal organizer);PROFISSIONAL DE ORGANIZACAO (PERSONAL ORGANIZER)
252550;Profissional de relações com investidores;PROFISSIONAL DE RELACOES COM INVESTIDORES
142345;Profissional de relações institucionais e governamentais;PROFISSIONAL DE RELACOES INSTITUCIONAIS E GOVERNAMENTAIS
519805;Profissional do sexo;PROFISSIONAL DO SEXO
142350;Profissonal de relações internacionais;PROFISSONAL DE RELACOES INTERNACIONAIS
317115;Programador de máquinas - ferramenta com comando numérico;PROGRAMADOR DE MAQUINAS - FERRAMENTA COM COMANDO NUMERICO
766155;Programador visual gráfico;PROGRAMADOR VISUAL GRAFICO
318805;Projetista de móveis;PROJETISTA DE MOVEIS
374135;Projetista de sistemas de áudio;PROJETISTA DE SISTEMAS DE AUDIO
374120;Projetista de som;PROJETISTA DE SOM
242235;Promotor de justiça;PROMOTOR DE JUSTICA
521115;Promotor de vendas;PROMOTOR DE VENDAS
354130;Promotor de vendas especializado;PROMOTOR DE VENDAS ESPECIALIZADO
354150;Propagandista de produtos famacêuticos;PROPAGANDISTA DE PRODUTOS FAMACEUTICOS
322410;Protético dentário;PROTETICO DENTARIO
251550;Psicanalista;PSICANALISTA
251555;Psicólogo acupunturista;PSICOLOGO ACUPUNTURISTA
251510;Psicólogo clínico;PSICOLOGO CLINICO
251515;Psicólogo do esporte;PSICOLOGO DO ESPORTE
251540;Psicólogo do trabalho;PSICOLOGO DO TRABALHO
251535;Psicólogo do trânsito;PSICOLOGO DO TRANSITO
251505;Psicólogo educacional;PSICOLOGO EDUCACIONAL
251520;Psicólogo hospitalar;PSICOLOGO HOSPITALAR
251525;Psicólogo jurídico;PSICOLOGO JURIDICO
251530;Psicólogo social;PSICOLOGO SOCIAL
223915;Psicomotricista;PSICOMOTRICISTA
239425;Psicopedagogo;PSICOPEDAGOGO
253115;Publicitário;PUBLICITARIO
377145;Pugilista;PUGILISTA
848210;Queijeiro na fabricação de laticínio;QUEIJEIRO NA FABRICACAO DE LATICINIO
213205;Químico;QUIMICO
213210;Químico industrial;QUIMICO INDUSTRIAL
226105;Quiropraxista;QUIROPRAXISTA
762125;Rachador de couros e peles;RACHADOR DE COUROS E PELES
372210;Radiotelegrafista;RADIOTELEGRAFISTA
632010;Raizeiro;RAIZEIRO
762220;Rebaixador de couros;REBAIXADOR DE COUROS
821450;Rebarbador de metal;REBARBADOR DE METAL
724215;Rebitador a  martelo pneumático;REBITADOR A  MARTELO PNEUMATICO
724230;Rebitador, a  mão;REBITADOR, A  MAO
421205;Recebedor de apostas (loteria);RECEBEDOR DE APOSTAS (LOTERIA)
421210;Recebedor de apostas (turfe);RECEBEDOR DE APOSTAS (TURFE)
422125;Recepcionista de banco;RECEPCIONISTA DE BANCO
519945;Recepcionista de casas de espetáculos;RECEPCIONISTA DE CASAS DE ESPETACULOS
422110;Recepcionista de consultório médico ou dentário;RECEPCIONISTA DE CONSULTORIO MEDICO OU DENTARIO
422120;Recepcionista de hotel;RECEPCIONISTA DE HOTEL
422115;Recepcionista de seguro saúde;RECEPCIONISTA DE SEGURO SAUDE
422105;Recepcionista, em geral;RECEPCIONISTA, EM GERAL
371410;Recreador;RECREADOR
371405;Recreador de acantonamento;RECREADOR DE ACANTONAMENTO
821335;Recuperador de guias e cilindros;RECUPERADOR DE GUIAS E CILINDROS
253110;Redator de publicidade;REDATOR DE PUBLICIDADE
261530;Redator de textos técnicos;REDATOR DE TEXTOS TECNICOS
768120;Redeiro;REDEIRO
631420;Redeiro (pesca);REDEIRO (PESCA)
841472;Refinador de óleo e gordura;REFINADOR DE OLEO E GORDURA
841210;Refinador de sal;REFINADOR DE SAL
415305;Registrador de câncer;REGISTRADOR DE CANCER
716540;Rejuntador de revestimentos;REJUNTADOR DE REVESTIMENTOS
142325;Relações públicas;RELACOES PUBLICAS
741120;Relojoeiro (fabricação);RELOJOEIRO (FABRICACAO)
741125;Relojoeiro (reparação);RELOJOEIRO (REPARACAO)
761363;Remetedor de fios;REMETEDOR DE FIOS
731330;Reparador de aparelhos de telecomunicações em laboratório;REPARADOR DE APARELHOS DE TELECOMUNICACOES EM LABORATORIO
954205;Reparador de aparelhos eletrodomésticos (exceto imagem e som);REPARADOR DE APARELHOS ELETRODOMESTICOS (EXCETO IMAGEM E SOM)
954305;Reparador de equipamentos de escritório;REPARADOR DE EQUIPAMENTOS DE ESCRITORIO
915405;Reparador de equipamentos fotográficos;REPARADOR DE EQUIPAMENTOS FOTOGRAFICOS
915210;Reparador de instrumentos musicais;REPARADOR DE INSTRUMENTOS MUSICAIS
954210;Reparador de rádio, tv e som;REPARADOR DE RADIO, TV E SOM
261135;Repórter (exclusive rádio e televisão);REPORTER (EXCLUSIVE RADIO E TELEVISAO)
261730;Repórter de mídias audiovisuais;REPORTER DE MIDIAS AUDIOVISUAIS
261820;Repórter fotográfico;REPORTER FOTOGRAFICO
521125;Repositor de mercadorias;REPOSITOR DE MERCADORIAS
354705;Representante comercial autônomo;REPRESENTANTE COMERCIAL AUTONOMO
915205;Restaurador de instrumentos musicais (exceto cordas arcadas);RESTAURADOR DE INSTRUMENTOS MUSICAIS (EXCETO CORDAS ARCADAS)
768710;Restaurador de livros;RESTAURADOR DE LIVROS
848525;Retalhador de carne;RETALHADOR DE CARNE
766415;Revelador de filmes fotográficos, em cores;REVELADOR DE FILMES FOTOGRAFICOS, EM CORES
766410;Revelador de filmes fotográficos, em preto e branco;REVELADOR DE FILMES FOTOGRAFICOS, EM PRETO E BRANCO
716615;Revestidor de interiores (papel, material plástico e emborrachados);REVESTIDOR DE INTERIORES (PAPEL, MATERIAL PLASTICO E EMBORRACHADOS)
716110;Revestidor de superfícies de concreto;REVESTIDOR DE SUPERFICIES DE CONCRETO
761810;Revisor de fios (produção têxtil);REVISOR DE FIOS (PRODUCAO TEXTIL)
761815;Revisor de tecidos acabados;REVISOR DE TECIDOS ACABADOS
761820;Revisor de tecidos crus;REVISOR DE TECIDOS CRUS
261140;Revisor de texto;REVISOR DE TEXTO
724225;Riscador de estruturas metálicas;RISCADOR DE ESTRUTURAS METALICAS
763120;Riscador de roupas;RISCADOR DE ROUPAS
514115;Sacristão;SACRISTAO
848110;Salgador de alimentos;SALGADOR DE ALIMENTOS
848115;Salsicheiro (fabricação de lingüiça, salsicha e produtos similares);SALSICHEIRO (FABRICACAO DE LINGUICA, SALSICHA E PRODUTOS SIMILARES)
517115;Salva-vidas;SALVA-VIDAS
131225;Sanitarista;SANITARISTA
768320;Sapateiro (calçados sob medida);SAPATEIRO (CALCADOS SOB MEDIDA)
31110;Sargento bombeiro militar;SARGENTO BOMBEIRO MILITAR
21110;Sargento da policia militar;SARGENTO DA POLICIA MILITAR
772115;Secador de madeira;SECADOR DE MADEIRA
252315;Secretária trilíngüe;SECRETARIA TRILINGUE
252305;Secretária(o) executiva(o);SECRETARIA(O) EXECUTIVA(O)
252310;Secretário  bilíngüe;SECRETARIO  BILINGUE
111220;Secretário - executivo;SECRETARIO - EXECUTIVO
215215;Segundo oficial de máquinas da marinha mercante;SEGUNDO OFICIAL DE MAQUINAS DA MARINHA MERCANTE
20310;Segundo tenente de polícia militar;SEGUNDO TENENTE DE POLICIA MILITAR
519210;Selecionador de material reciclável;SELECIONADOR DE MATERIAL RECICLAVEL
768325;Seleiro;SELEIRO
111105;Senador;SENADOR
516610;Sepultador;SEPULTADOR
613420;Sericultor;SERICULTOR
632205;Seringueiro;SERINGUEIRO
773115;Serrador de bordas no desdobramento de madeira;SERRADOR DE BORDAS NO DESDOBRAMENTO DE MADEIRA
773120;Serrador de madeira;SERRADOR DE MADEIRA
773125;Serrador de madeira (serra circular múltipla);SERRADOR DE MADEIRA (SERRA CIRCULAR MULTIPLA)
773130;Serrador de madeira (serra de fita múltipla);SERRADOR DE MADEIRA (SERRA DE FITA MULTIPLA)
724440;Serralheiro;SERRALHEIRO
717020;Servente de obras;SERVENTE DE OBRAS
623325;Sexador;SEXADOR
782145;Sinaleiro (ponte-rolante);SINALEIRO (PONTE-ROLANTE)
515325;Sócioeducador;SOCIOEDUCADOR
251120;Sociólogo;SOCIOLOGO
515135;Socorrista (exceto médicos e enfermeiros);SOCORRISTA (EXCETO MEDICOS E ENFERMEIROS)
31210;Soldado bombeiro militar;SOLDADO BOMBEIRO MILITAR
21210;Soldado da polícia militar;SOLDADO DA POLICIA MILITAR
724315;Soldador;SOLDADOR
724320;Soldador a  oxigás;SOLDADOR A  OXIGAS
991120;Soldador aluminotérmico em conservação de trilhos;SOLDADOR ALUMINOTERMICO EM CONSERVACAO DE TRILHOS
724325;Soldador elétrico;SOLDADOR ELETRICO
513410;Sommelier;SOMMELIER
711315;Sondador (poços de petróleo e gás);SONDADOR (POCOS DE PETROLEO E GAS)
711320;Sondador de poços (exceto de petróleo e gás);SONDADOR DE POCOS (EXCETO DE PETROLEO E GAS)
374150;Sonoplasta;SONOPLASTA
821255;Soprador de convertedor;SOPRADOR DE CONVERTEDOR
752115;Soprador de vidro;SOPRADOR DE VIDRO
242240;Subprocurador de justiça militar;SUBPROCURADOR DE JUSTICA MILITAR
242245;Subprocurador-geral da república;SUBPROCURADOR-GERAL DA REPUBLICA
242250;Subprocurador-geral do trabalho;SUBPROCURADOR-GERAL DO TRABALHO
31105;Subtenente bombeiro militar;SUBTENENTE BOMBEIRO MILITAR
21105;Subtenente da policia militar;SUBTENENTE DA POLICIA MILITAR
215220;Superintendente técnico no transporte aquaviário;SUPERINTENDENTE TECNICO NO TRANSPORTE AQUAVIARIO
760405;Supervisor  (indústria de calçados e artefatos de couro);SUPERVISOR  (INDUSTRIA DE CALCADOS E ARTEFATOS DE COURO)
410105;Supervisor administrativo;SUPERVISOR ADMINISTRATIVO
342540;Supervisor da administração de aeroportos;SUPERVISOR DA ADMINISTRACAO DE AEROPORTOS
630105;Supervisor da aqüicultura;SUPERVISOR DA AQUICULTURA
630110;Supervisor da área florestal;SUPERVISOR DA AREA FLORESTAL
760505;Supervisor da confecção de artefatos de tecidos, couros e afins;SUPERVISOR DA CONFECCAO DE ARTEFATOS DE TECIDOS, COUROS E AFINS
840110;Supervisor da indústria de bebidas;SUPERVISOR DA INDUSTRIA DE BEBIDAS
840115;Supervisor da indústria de fumo;SUPERVISOR DA INDUSTRIA DE FUMO
750205;Supervisor da indústria de minerais não metálicos (exceto os derivados de petróleo e carvão);SUPERVISOR DA INDUSTRIA DE MINERAIS NAO METALICOS (EXCETO OS DERIVADOS DE PETROLEO E CARVAO)
910205;Supervisor da manutenção e reparação de veículos leves;SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS LEVES
910210;Supervisor da manutenção e reparação de veículos pesados;SUPERVISOR DA MANUTENCAO E REPARACAO DE VEICULOS PESADOS
740105;Supervisor da mecânica de precisão;SUPERVISOR DA MECANICA DE PRECISAO
760605;Supervisor das artes gráficas  (indústria editorial e gráfica);SUPERVISOR DAS ARTES GRAFICAS  (INDUSTRIA EDITORIAL E GRAFICA)
410205;Supervisor de almoxarifado;SUPERVISOR DE ALMOXARIFADO
510115;Supervisor de andar;SUPERVISOR DE ANDAR
710105;Supervisor de apoio operacional na mineração;SUPERVISOR DE APOIO OPERACIONAL NA MINERACAO
510305;Supervisor de bombeiros;SUPERVISOR DE BOMBEIROS
420105;Supervisor de caixas e bilheteiros (exceto caixa de banco);SUPERVISOR DE CAIXAS E BILHETEIROS (EXCETO CAIXA DE BANCO)
410210;Supervisor de câmbio;SUPERVISOR DE CAMBIO
342315;Supervisor de carga e descarga;SUPERVISOR DE CARGA E DESCARGA
420110;Supervisor de cobrança;SUPERVISOR DE COBRANCA
420115;Supervisor de coletadores de apostas e de jogos;SUPERVISOR DE COLETADORES DE APOSTAS E DE JOGOS
354210;Supervisor de compras;SUPERVISOR DE COMPRAS
410215;Supervisor de contas a pagar;SUPERVISOR DE CONTAS A PAGAR
720160;Supervisor de controle de tratamento térmico;SUPERVISOR DE CONTROLE DE TRATAMENTO TERMICO
410220;Supervisor de controle patrimonial;SUPERVISOR DE CONTROLE PATRIMONIAL
410225;Supervisor de crédito e cobrança;SUPERVISOR DE CREDITO E COBRANCA
760205;Supervisor de curtimento;SUPERVISOR DE CURTIMENTO
412120;Supervisor de digitação e operação;SUPERVISOR DE DIGITACAO E OPERACAO
780105;Supervisor de embalagem e etiquetagem;SUPERVISOR DE EMBALAGEM E ETIQUETAGEM
342545;Supervisor de empresa aérea em aeroportos;SUPERVISOR DE EMPRESA AEREA EM AEROPORTOS
239430;Supervisor de ensino;SUPERVISOR DE ENSINO
420120;Supervisor de entrevistadores e recenseadores;SUPERVISOR DE ENTREVISTADORES E RECENSEADORES
620105;Supervisor de exploração agrícola;SUPERVISOR DE EXPLORACAO AGRICOLA
620110;Supervisor de exploração agropecuária;SUPERVISOR DE EXPLORACAO AGROPECUARIA
620115;Supervisor de exploração pecuária;SUPERVISOR DE EXPLORACAO PECUARIA
710110;Supervisor de extração de sal;SUPERVISOR DE EXTRACAO DE SAL
740110;Supervisor de fabricação de instrumentos musicais;SUPERVISOR DE FABRICACAO DE INSTRUMENTOS MUSICAIS
820205;Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins;SUPERVISOR DE FABRICACAO DE PRODUTOS CERAMICOS, PORCELANATOS E AFINS
820210;Supervisor de fabricação de produtos de vidro;SUPERVISOR DE FABRICACAO DE PRODUTOS DE VIDRO
750105;Supervisor de joalheria;SUPERVISOR DE JOALHERIA
510205;Supervisor de lavanderia;SUPERVISOR DE LAVANDERIA
410240;Supervisor de logística;SUPERVISOR DE LOGISTICA
910110;Supervisor de manutenção de aparelhos térmicos, de climatização e de refrigeração;SUPERVISOR DE MANUTENCAO DE APARELHOS TERMICOS, DE CLIMATIZACAO E DE REFRIGERACAO
910115;Supervisor de manutenção de bombas, motores, compressores e equipamentos de transmissão;SUPERVISOR DE MANUTENCAO DE BOMBAS, MOTORES, COMPRESSORES E EQUIPAMENTOS DE TRANSMISSAO
910120;Supervisor de manutenção de máquinas gráficas;SUPERVISOR DE MANUTENCAO DE MAQUINAS GRAFICAS
910125;Supervisor de manutenção de máquinas industriais têxteis;SUPERVISOR DE MANUTENCAO DE MAQUINAS INDUSTRIAIS TEXTEIS
910130;Supervisor de manutenção de máquinas operatrizes e de usinagem;SUPERVISOR DE MANUTENCAO DE MAQUINAS OPERATRIZES E DE USINAGEM
910910;Supervisor de manutenção de vias férreas;SUPERVISOR DE MANUTENCAO DE VIAS FERREAS
950105;Supervisor de manutenção elétrica de alta tensão industrial;SUPERVISOR DE MANUTENCAO ELETRICA DE ALTA TENSAO INDUSTRIAL
950305;Supervisor de manutenção eletromecânica;SUPERVISOR DE MANUTENCAO ELETROMECANICA
860105;Supervisor de manutenção eletromecânica (utilidades);SUPERVISOR DE MANUTENCAO ELETROMECANICA (UTILIDADES)
950110;Supervisor de manutenção eletromecânica industrial, comercial e predial;SUPERVISOR DE MANUTENCAO ELETROMECANICA INDUSTRIAL, COMERCIAL E PREDIAL
730105;Supervisor de montagem e instalação eletroeletrônica;SUPERVISOR DE MONTAGEM E INSTALACAO ELETROELETRONICA
860110;Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor);SUPERVISOR DE OPERACAO DE FLUIDOS (DISTRIBUICAO, CAPTACAO, TRATAMENTO DE AGUA, GASES, VAPOR)
860115;Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica);SUPERVISOR DE OPERACAO ELETRICA (GERACAO, TRANSMISSAO E DISTRIBUICAO DE ENERGIA ELETRICA)
373225;Supervisor de operações (mídias audiovisuais);SUPERVISOR DE OPERACOES (MIDIAS AUDIOVISUAIS)
342610;Supervisor de operações portuárias;SUPERVISOR DE OPERACOES PORTUARIAS
410230;Supervisor de orçamento;SUPERVISOR DE ORCAMENTO
710115;Supervisor de perfuração e desmonte;SUPERVISOR DE PERFURACAO E DESMONTE
840105;Supervisor de produção da indústria alimentícia;SUPERVISOR DE PRODUCAO DA INDUSTRIA ALIMENTICIA
710120;Supervisor de produção na mineração;SUPERVISOR DE PRODUCAO NA MINERACAO
420125;Supervisor de recepcionistas;SUPERVISOR DE RECEPCIONISTAS
910905;Supervisor de reparos linhas férreas;SUPERVISOR DE REPAROS LINHAS FERREAS
420130;Supervisor de telefonistas;SUPERVISOR DE TELEFONISTAS
420135;Supervisor de telemarketing e atendimento;SUPERVISOR DE TELEMARKETING E ATENDIMENTO
410235;Supervisor de tesouraria;SUPERVISOR DE TESOURARIA
710125;Supervisor de transporte na mineração;SUPERVISOR DE TRANSPORTE NA MINERACAO
510105;Supervisor de transportes;SUPERVISOR DE TRANSPORTES
710220;Supervisor de usina de concreto;SUPERVISOR DE USINA DE CONCRETO
520110;Supervisor de vendas comercial;SUPERVISOR DE VENDAS COMERCIAL
520105;Supervisor de vendas de serviços;SUPERVISOR DE VENDAS DE SERVICOS
510310;Supervisor de vigilantes;SUPERVISOR DE VIGILANTES
373230;Supervisor técnico (mídias audiovisuais);SUPERVISOR TECNICO (MIDIAS AUDIOVISUAIS)
373220;Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo;SUPERVISOR TECNICO OPERACIONAL DE SISTEMAS DE TELEVISAO E PRODUTORAS DE VIDEO
752235;Surfassagista;SURFASSAGISTA
513615;Sushiman;SUSHIMAN
241335;Tabelião de notas;TABELIAO DE NOTAS
241340;Tabelião de protestos;TABELIAO DE PROTESTOS
511115;Taifeiro (exceto militares);TAIFEIRO (EXCETO MILITARES)
771120;Tanoeiro;TANOEIRO
765240;Tapeceiro de autos;TAPECEIRO DE AUTOS
716535;Taqueiro;TAQUEIRO
351510;Taquígrafo;TAQUIGRAFO
516905;Tatuador;TATUADOR
328110;Taxidermista;TAXIDERMISTA
761303;Tecelão (redes);TECELAO (REDES)
761306;Tecelão (rendas e bordados);TECELAO (RENDAS E BORDADOS)
761309;Tecelão (tear automático);TECELAO (TEAR AUTOMATICO)
761312;Tecelão (tear jacquard);TECELAO (TEAR JACQUARD)
768105;Tecelão (tear manual);TECELAO (TEAR MANUAL)
761315;Tecelão (tear mecânico de maquineta);TECELAO (TEAR MECANICO DE MAQUINETA)
761318;Tecelão (tear mecânico de xadrez);TECELAO (TEAR MECANICO DE XADREZ)
761321;Tecelão (tear mecânico liso);TECELAO (TEAR MECANICO LISO)
761324;Tecelão (tear mecânico, exceto jacquard);TECELAO (TEAR MECANICO, EXCETO JACQUARD)
761330;Tecelão de malhas (máquina circular);TECELAO DE MALHAS (MAQUINA CIRCULAR)
761333;Tecelão de malhas (máquina retilínea);TECELAO DE MALHAS (MAQUINA RETILINEA)
761327;Tecelão de malhas, a  máquina;TECELAO DE MALHAS, A  MAQUINA
761339;Tecelão de meias (máquina circular);TECELAO DE MEIAS (MAQUINA CIRCULAR)
761342;Tecelão de meias (máquina retilínea);TECELAO DE MEIAS (MAQUINA RETILINEA)
761336;Tecelão de meias, a  máquina;TECELAO DE MEIAS, A  MAQUINA
768110;Tecelão de tapetes, a  mão;TECELAO DE TAPETES, A  MAO
761345;Tecelão de tapetes, a  máquina;TECELAO DE TAPETES, A  MAQUINA
321105;Técnico agrícola;TECNICO AGRICOLA
321110;Técnico agropecuário;TECNICO AGROPECUARIO
254110;Técnico da receita federal;TECNICO DA RECEITA FEDERAL
314705;Técnico de acabamento em siderurgia;TECNICO DE ACABAMENTO EM SIDERURGIA
314710;Técnico de aciaria em siderurgia;TECNICO DE ACIARIA EM SIDERURGIA
325205;Técnico de alimentos;TECNICO DE ALIMENTOS
301205;Técnico de apoio à bioengenharia;TECNICO DE APOIO A BIOENGENHARIA
395105;Técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal);TECNICO DE APOIO EM PESQUISA E DESENVOLVIMENTO (EXCETO AGROPECUARIO E FLORESTAL)
395110;Técnico de apoio em pesquisa e desenvolvimento agropecuário florestal;TECNICO DE APOIO EM PESQUISA E DESENVOLVIMENTO AGROPECUARIO FLORESTAL
311110;Técnico de celulose e papel;TECNICO DE CELULOSE E PAPEL
313305;Técnico de comunicação de dados;TECNICO DE COMUNICACAO DE DADOS
351105;Técnico de contabilidade;TECNICO DE CONTABILIDADE
311505;Técnico de controle de meio ambiente;TECNICO DE CONTROLE DE MEIO AMBIENTE
224125;Técnico de desporto individual e coletivo (exceto futebol);TECNICO DE DESPORTO INDIVIDUAL E COLETIVO (EXCETO FUTEBOL)
322205;Técnico de enfermagem;TECNICO DE ENFERMAGEM
322245;Técnico de enfermagem da estratégia de saúde da família;TECNICO DE ENFERMAGEM DA ESTRATEGIA DE SAUDE DA FAMILIA
322210;Técnico de enfermagem de terapia intensiva;TECNICO DE ENFERMAGEM DE TERAPIA INTENSIVA
322215;Técnico de enfermagem do trabalho;TECNICO DE ENFERMAGEM DO TRABALHO
322220;Técnico de enfermagem psiquiátrica;TECNICO DE ENFERMAGEM PSIQUIATRICA
312205;Técnico de estradas;TECNICO DE ESTRADAS
314715;Técnico de fundição em siderurgia;TECNICO DE FUNDICAO EM SIDERURGIA
391210;Técnico de garantia da qualidade;TECNICO DE GARANTIA DA QUALIDADE
322605;Técnico de imobilização ortopédica;TECNICO DE IMOBILIZACAO ORTOPEDICA
301110;Técnico de laboratório de análises físico-químicas (materiais de construção);TECNICO DE LABORATORIO DE ANALISES FISICO-QUIMICAS (MATERIAIS DE CONSTRUCAO)
224130;Técnico de laboratório e fiscalização desportiva;TECNICO DE LABORATORIO E FISCALIZACAO DESPORTIVA
301105;Técnico de laboratório industrial;TECNICO DE LABORATORIO INDUSTRIAL
314720;Técnico de laminação em siderurgia;TECNICO DE LAMINACAO EM SIDERURGIA
314405;Técnico de manutenção de sistemas e instrumentos;TECNICO DE MANUTENCAO DE SISTEMAS E INSTRUMENTOS
313120;Técnico de manutenção elétrica;TECNICO DE MANUTENCAO ELETRICA
313125;Técnico de manutenção elétrica de máquina;TECNICO DE MANUTENCAO ELETRICA DE MAQUINA
313205;Técnico de manutenção eletrônica;TECNICO DE MANUTENCAO ELETRONICA
313210;Técnico de manutenção eletrônica (circuitos de máquinas com comando numérico);TECNICO DE MANUTENCAO ELETRONICA (CIRCUITOS DE MAQUINAS COM COMANDO NUMERICO)
391135;Técnico de matéria-prima e material;TECNICO DE MATERIA-PRIMA E MATERIAL
311510;Técnico de meteorologia;TECNICO DE METEOROLOGIA
316305;Técnico de mineração;TECNICO DE MINERACAO
316310;Técnico de mineração (óleo e petróleo);TECNICO DE MINERACAO (OLEO E PETROLEO)
312105;Técnico de obras civis;TECNICO DE OBRAS CIVIS
813130;Técnico de operação (química, petroquímica e afins);TECNICO DE OPERACAO (QUIMICA, PETROQUIMICA E AFINS)
353205;Técnico de operações e serviços bancários - câmbio;TECNICO DE OPERACOES E SERVICOS BANCARIOS - CAMBIO
353210;Técnico de operações e serviços bancários - crédito imobiliário;TECNICO DE OPERACOES E SERVICOS BANCARIOS - CREDITO IMOBILIARIO
353215;Técnico de operações e serviços bancários - crédito rural;TECNICO DE OPERACOES E SERVICOS BANCARIOS - CREDITO RURAL
353220;Técnico de operações e serviços bancários - leasing;TECNICO DE OPERACOES E SERVICOS BANCARIOS - LEASING
353225;Técnico de operações e serviços bancários - renda fixa e variável;TECNICO DE OPERACOES E SERVICOS BANCARIOS - RENDA FIXA E VARIAVEL
322505;Técnico de ortopedia;TECNICO DE ORTOPEDIA
391220;Técnico de painel de controle;TECNICO DE PAINEL DE CONTROLE
391125;Técnico de planejamento de produção;TECNICO DE PLANEJAMENTO DE PRODUCAO
391130;Técnico de planejamento e programação da manutenção;TECNICO DE PLANEJAMENTO E PROGRAMACAO DA MANUTENCAO
316325;Técnico de produção em refino de petróleo;TECNICO DE PRODUCAO EM REFINO DE PETROLEO
313310;Técnico de rede (telecomunicações);TECNICO DE REDE (TELECOMUNICACOES)
314725;Técnico de redução na siderurgia (primeira fusão);TECNICO DE REDUCAO NA SIDERURGIA (PRIMEIRA FUSAO)
314730;Técnico de refratário em siderurgia;TECNICO DE REFRATARIO EM SIDERURGIA
351735;Técnico de resseguros;TECNICO DE RESSEGUROS
312210;Técnico de saneamento;TECNICO DE SANEAMENTO
351740;Técnico de seguros;TECNICO DE SEGUROS
373130;Técnico de sistemas audiovisuais;TECNICO DE SISTEMAS AUDIOVISUAIS
317210;Técnico de suporte ao usuário de tecnologia da informação;TECNICO DE SUPORTE AO USUARIO DE TECNOLOGIA DA INFORMACAO
313315;Técnico de telecomunicações (telefonia);TECNICO DE TELECOMUNICACOES (TELEFONIA)
313320;Técnico de transmissão (telecomunicações);TECNICO DE TRANSMISSAO (TELECOMUNICACOES)
254415;Técnico de tributos estadual;TECNICO DE TRIBUTOS ESTADUAL
254420;Técnico de tributos municipal;TECNICO DE TRIBUTOS MUNICIPAL
311515;Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia);TECNICO DE UTILIDADE (PRODUCAO E DISTRIBUICAO DE VAPOR, GASES, OLEOS, COMBUSTIVEIS, ENERGIA)
354135;Técnico de vendas;TECNICO DE VENDAS
319205;Técnico do mobiliário;TECNICO DO MOBILIARIO
313130;Técnico eletricista;TECNICO ELETRICISTA
313215;Técnico eletrônico;TECNICO ELETRONICO
322105;Técnico em acupuntura;TECNICO EM ACUPUNTURA
351305;Técnico em administração;TECNICO EM ADMINISTRACAO
351310;Técnico em administração de comércio exterior;TECNICO EM ADMINISTRACAO DE COMERCIO EXTERIOR
322255;Técnico em agente comunitário de saúde;TECNICO EM AGENTE COMUNITARIO DE SAUDE
312305;Técnico em agrimensura;TECNICO EM AGRIMENSURA
354140;Técnico em atendimento e vendas;TECNICO EM ATENDIMENTO E VENDAS
314305;Técnico em automobilística;TECNICO EM AUTOMOBILISTICA
371110;Técnico em biblioteconomia;TECNICO EM BIBLIOTECONOMIA
325305;Técnico em biotecnologia;TECNICO EM BIOTECNOLOGIA
320105;Técnico em bioterismo;TECNICO EM BIOTERISMO
311405;Técnico em borracha;TECNICO EM BORRACHA
319105;Técnico em calçados e artefatos de couro;TECNICO EM CALCADOS E ARTEFATOS DE COURO
314610;Técnico em caldeiraria;TECNICO EM CALDEIRARIA
313405;Técnico em calibração;TECNICO EM CALIBRACAO
321310;Técnico em carcinicultura;TECNICO EM CARCINICULTURA
319110;Técnico em confecções do vestuário;TECNICO EM CONFECCOES DO VESTUARIO
311115;Técnico em curtimento;TECNICO EM CURTIMENTO
352420;Técnico em direitos autorais;TECNICO EM DIREITOS AUTORAIS
